# Program:featureCounts v1.4.4; Command:"featureCounts" "-a" "chr4.gtf" "-o" "counts.txt" "-t" "exon" "-g" "gene_name" "-T" "16" "trimmed_ctl1.fastq_tophat/accepted_hits.bam" "trimmed_ctl2.fastq_tophat/accepted_hits.bam" "trimmed_ctl3.fastq_tophat/accepted_hits.bam" "trimmed_uvb1.fastq_tophat/accepted_hits.bam" "trimmed_uvb2.fastq_tophat/accepted_hits.bam" "trimmed_uvb3.fastq_tophat/accepted_hits.bam" 
Geneid	Chr	Start	End	Strand	Length	trimmed_ctl1.fastq_tophat/accepted_hits.bam	trimmed_ctl2.fastq_tophat/accepted_hits.bam	trimmed_ctl3.fastq_tophat/accepted_hits.bam	trimmed_uvb1.fastq_tophat/accepted_hits.bam	trimmed_uvb2.fastq_tophat/accepted_hits.bam	trimmed_uvb3.fastq_tophat/accepted_hits.bam
CXCL11	4;4;4;4;4	76033682;76035047;76035216;76035927;76041114	76034816;76035119;76035342;76036197;76041415	-;-;-;-;-	1908	0	0	4	0	27	94
RP11-630D6.1	4	76036750	76037064	-	315	0	0	0	0	0	0
AC112719.1	4	76095408	76095508	+	101	0	0	0	0	0	0
NUP54	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	76114659;76117664;76124580;76130656;76131230;76132320;76134175;76136186;76144130;76144390;76145555;76145983;76147479;76147756;76148090;76148308	76115494;76118437;76124756;76130851;76131284;76132719;76134362;76136412;76144292;76144473;76145820;76146129;76147640;76147821;76148202;76148515	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4062	109	75	75	276	217	314
SCARB2	4;4;4;4;4;4;4;4;4;4;4;4;4	76158737;76163209;76166250;76168403;76169867;76174144;76175791;76176437;76179517;76180735;76184657;76195707;76213427	76161751;76163383;76166864;76168476;76169985;76174313;76175910;76176528;76179705;76181101;76184780;76195864;76213893	-;-;-;-;-;-;-;-;-;-;-;-;-	5685	445	563	448	1003	880	1035
FAM47E	4;4;4;4;4;4;4;4;4	76214040;76217579;76236269;76251700;76256178;76263704;76267506;76271568;76278069	76214424;76217688;76236652;76251820;76256523;76263843;76269614;76271768;76283780	+;+;+;+;+;+;+;+;+	9508	5	1	3	12	0	7
FAM47E-STBD1	4;4;4;4;4;4;4;4;4	76251721;76256178;76263704;76268660;76271568;76278069;76289902;76306026;76309144	76251820;76256523;76263843;76268813;76271768;76278224;76290060;76306989;76311599	+;+;+;+;+;+;+;+;+	4676	27	22	20	41	66	45
CCDC158	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	76312997;76323302;76325857;76328900;76331344;76332432;76333965;76350996;76351720;76355324;76357374;76362126;76367294;76369426;76371417;76375177;76379290;76382610;76383662;76384088;76384556;76396269;76403138;76407222;76412090;76414261;76421741	76313246;76323409;76326015;76328967;76331403;76332491;76334167;76351121;76353281;76355436;76357526;76362315;76367776;76369623;76371536;76375704;76379404;76382720;76383738;76384415;76384665;76396486;76403280;76407323;76412132;76414364;76421868	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5860	0	0	1	0	0	0
SNX5P1	4	76344550	76345590	+	1041	11	2	4	24	3	29
RNU6-1000P	4	76356610	76356715	-	106	0	0	0	0	0	0
RP11-356M17.1	4	76401251	76401569	+	319	0	0	0	0	0	0
SNORD50	4	76402076	76402146	+	71	0	0	0	0	0	0
SHROOM3	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	76435100;76555609;76559179;76586140;76586948;76628866;76645299;76689571;76709767;76710156;76730804;76738761;76749017;76754311;76756449;76759545;76770626;76778809	76436220;76555763;76559576;76586469;76587265;76628983;76645645;76689702;76710058;76710287;76730935;76742130;76749090;76755192;76756937;76759695;76770898;76783253	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	13159	96	51	85	252	210	202
AC112249.1	4	76493247	76493386	-	140	0	0	0	0	0	0
RP11-688H10.1	4	76509284	76509719	-	436	0	0	0	0	0	0
RNU6-145P	4	76532222	76532327	-	106	0	0	0	0	0	0
MIR4450	4	76573568	76573632	+	65	0	0	0	0	0	0
MIR548AH	4	76575541	76575650	+	110	0	0	0	0	0	0
AC107072.2	4;4;4;4	76637623;76638838;76639578;76644275	76637658;76638881;76639642;76644368	+;+;+;+	239	0	0	0	0	0	3
RP11-359D14.2	4;4	76756960;76758049	76757088;76758474	-;-	555	0	0	0	0	0	0
RP11-359D14.3	4;4	76758554;76801894	76758592;76801964	-;-	110	0	0	0	0	0	0
AC104687.1	4	76853964	76854060	+	97	0	0	0	0	0	0
RP11-123J14.4	4	76886029	76886370	-	342	0	0	0	0	0	0
RP11-123J14.1	4	76891034	76891445	+	412	0	0	0	0	0	0
SOWAHB	4	76894928	76898147	-	3220	10	8	19	44	56	56
SEPT11	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	76949703;76972390;76973010;76974478;76985024;76987788;76995781;76996425;77005601;77009780;77011735;77014856;77019165;77020502;77028629;77030783;77034497;77039073;77039743	76949930;76972590;76973070;76974807;76985123;76987870;76995938;76996539;77005796;77009987;77011921;77015017;77019261;77021639;77028761;77032158;77038614;77039326;77040384	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9787	122	192	120	378	412	542
TXNP6	4	76958860	76959169	-	310	9	42	66	83	156	128
CCNI	4;4;4;4;4;4;4;4;4;4	77047158;77055150;77055962;77056249;77058507;77064713;77066165;77074790;77075099;77075472	77048662;77055380;77056102;77056485;77058635;77065080;77066405;77074910;77075332;77076005	-;-;-;-;-;-;-;-;-;-	3741	1249	1489	1256	2812	2486	2553
RPL7P17	4	77082403	77083126	-	724	0	4	0	0	0	0
RP11-1E1.2	4	77112495	77113458	-	964	0	0	0	18	0	3
RNU6-1187P	4	77150328	77150437	-	110	0	0	0	0	0	0
CCNG2	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	77157151;77158297;77159367;77160721;77161480;77161649;77164274;77165801;77178956;77179135;77185097;77187764;77192211;77384637;77431726;77432240;77433207	77157506;77158670;77159504;77160971;77161558;77161747;77165010;77170059;77179068;77179142;77185410;77187807;77192267;77384767;77431870;77432433;77433388	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7481	151	277	129	275	357	677
CTB-179I1.3	4	77216416	77216878	-	463	0	0	0	0	0	0
CTB-179I1.1	4	77311397	77312111	-	715	0	0	0	0	0	0
CTB-179I1.2	4	77350370	77351235	-	866	0	0	0	0	0	0
RP11-625I7.1	4;4;4	77394491;77399593;77494165	77394737;77399794;77494286	-;-;-	571	0	0	0	0	0	0
CXCL13	4;4;4;4;4	77511753;77605824;77607703;77610614;77610988	77511788;77605929;77607835;77610922;77611834	+;+;+;+;+	1431	0	0	0	0	0	0
SNORD75	4	77702746	77702803	-	58	0	0	0	0	0	0
CNOT6L	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	77713387;77726166;77728854;77731387;77742141;77742431;77744718;77748316;77756862;77773081;77774530;77776271;77818974;77819233;77819590	77720643;77726369;77729081;77731881;77742295;77742472;77744875;77748384;77756951;77773166;77774716;77776392;77819063;77819390;77819615	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9367	179	237	142	355	109	300
MRPL1	4;4;4;4;4;4;4;4;4;4;4	77862520;77871744;77883239;77885256;77887220;77894139;77906946;77908325;77909266;77949797;77952489	77863013;77871855;77883500;77885339;77887291;77894250;77907210;77908375;77909372;77949878;77952790	+;+;+;+;+;+;+;+;+;+;+	1943	34	36	17	169	144	144
RP13-488H8.1	4	77864508	77864804	-	297	0	0	0	0	0	0
RP11-777B9.1	4	77958000	77958780	-	781	0	0	0	0	0	0
HMGB1P44	4	77963940	77964511	+	572	0	0	0	0	0	0
AC114801.1	4	77965300	77965410	+	111	0	0	0	0	0	0
HNRNPA1P56	4	77987860	77988813	-	954	0	1	0	0	0	0
RP11-777B9.4	4	78003143	78003439	+	297	0	0	0	0	0	0
RP11-777B9.5	4	78008512	78008688	-	177	0	0	0	0	0	0
FRAS1	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	78057570;78065985;78068553;78070462;78237510;78245231;78252392;78255242;78265025;78266834;78267241;78278655;78281398;78282820;78284405;78286405;78308066;78315594;78317368;78318810;78319360;78333272;78337674;78363513;78363908;78369838;78372718;78374111;78375739;78379726;78384059;78387375;78400734;78407663;78412969;78418949;78421863;78424388;78429095;78430292;78432357;78438570;78438902;78441162;78444103;78446727;78448053;78450151;78451772;78452175;78464021;78464443;78466208;78469978;78472180;78473438;78475438;78477815;78479374;78481804;78482388;78488875;78496805;78499721;78507421;78508731;78511274;78513392;78515799;78519331;78521523;78522649;78526541;78534449;78536995;78539294;78540531	78058085;78066016;78068689;78072107;78237617;78245325;78252551;78255375;78265108;78266935;78267432;78278744;78281433;78282967;78284548;78286539;78308209;78315734;78317508;78318986;78319653;78333412;78338037;78363665;78364054;78369984;78372858;78374251;78375879;78379996;78384143;78387701;78400887;78407841;78413085;78419063;78422000;78424420;78429226;78430417;78432604;78438718;78439064;78441297;78446633;78446880;78448316;78450455;78451891;78452354;78464145;78464583;78466435;78470091;78472330;78473597;78475606;78478061;78479718;78481964;78482535;78489080;78496961;78499921;78507608;78509006;78511506;78513552;78516013;78519481;78521630;78522808;78526657;78534615;78537200;78539440;78544269	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	20379	16	21	17	66	28	30
SERBP1P5	4	78180866	78182046	-	1181	155	217	262	497	353	501
AC093897.1	4	78188336	78188423	+	88	0	0	0	0	0	0
MINOS1P4	4	78379197	78379514	+	318	0	0	0	0	0	0
ANXA3	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	78551519;78551967;78553920;78554436;78571033;78573180;78579027;78582177;78586260;78591544;78595381;78595794;78597073;78601510;78601864;78610056	78551859;78552345;78554045;78554488;78571173;78573267;78579121;78582421;78586350;78591623;78595437;78595887;78597414;78601568;78604399;78610451	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5123	17	26	31	619	1107	1002
LINC01094	4;4;4;4;4;4	78645903;78648393;78649601;78662918;78673343;78680761	78646263;78648475;78649709;78663304;78673414;78682699	+;+;+;+;+;+	2951	6	5	8	10	57	43
HIGD1AP13	4	78648954	78649242	-	289	0	0	0	0	0	0
RP11-109G23.1	4	78768499	78768750	+	252	0	0	0	0	0	0
RP11-109G23.3	4	78773654	78775973	-	2320	0	0	0	1	16	4
BMP2K	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	78776342;78826037;78833582;78842385;78844928;78847188;78850892;78859167;78860036;78861389;78865557;78870783;78871850;78872328;78878734;78887174;78910610	78776721;78826155;78833687;78842527;78845049;78847269;78851056;78859687;78860079;78861469;78865773;78871060;78871948;78872798;78879969;78887284;78916372	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9938	9	29	31	96	295	191
MIR5096	4	78820752	78820821	+	70	0	0	0	0	0	0
PAQR3	4;4;4;4;4;4;4;4;4;4;4;4	78887127;78888061;78906108;78910838;78922141;78922829;78923517;78926521;78930170;78933076;78935121;78939040	78887309;78888148;78906161;78920681;78922421;78922983;78923947;78926718;78930620;78933231;78935283;78939438	-;-;-;-;-;-;-;-;-;-;-;-	12403	64	111	84	95	83	163
RN7SL127P	4	78898855	78899154	+	300	0	0	0	0	0	0
LINC01088	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	78971748;78973000;79085239;79086096;79195834;79197541;79211681;79227212;79244684;79258781;79299001;79305123;79306691;79307064;79308273	78971876;78973052;79085347;79086262;79195932;79197644;79211804;79227956;79245532;79259039;79299565;79305182;79306728;79307231;79308798	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3995	0	0	0	0	0	1
NAA11	4;4;4;4	79225694;79294005;79316653;79325176	79226270;79294114;79317791;79326050	-;-;-;-	2701	0	0	0	0	0	0
GK2	4	79406352	79408293	-	1942	0	0	0	0	0	0
LINC00989	4;4;4;4	79492416;79493152;79513785;79575141	79492774;79493585;79513902;79576460	+;+;+;+	2231	0	20	3	0	0	9
OR7E94P	4	79587302	79588130	-	829	0	0	0	0	8	1
RP11-234K19.1	4;4	79596542;79596877	79596599;79597173	+;+	355	0	0	0	0	0	0
RP11-452C8.1	4;4;4;4	79663761;79667989;79689988;79696413	79663848;79668127;79690076;79696837	+;+;+;+	741	0	0	0	0	0	0
PCAT4	4;4;4	79827471;79861290;79877615	79827603;79863247;79877770	+;+;+	2247	0	0	0	0	0	0
ANTXR2	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	79901149;79964665;79977537;79978007;79983878;79984819;80008521;80018898;80024637;80031623;80033472;80035972;80054272;80055150;80055360;80055932;80069436;80071583;80072409;80073395;80079353;80097500;80097737;80104463;80121148;80125386	79907467;79965097;79977701;79978174;79983970;79984863;80008616;80018976;80024755;80031692;80033570;80036032;80054352;80055218;80055467;80056013;80069507;80071654;80073086;80073472;80079600;80097629;80097961;80104537;80121277;80125454	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9864	110	81	81	284	328	291
AC097711.1	4	80079532	80081122	+	1591	0	1	0	4	0	9
RP11-162K6.1	4	80161129	80162011	+	883	0	0	1	0	0	0
RP11-377G16.2	4;4	80183280;80189749	80183424;80190169	-;-	566	0	0	0	0	0	0
PRDM8	4;4;4;4;4;4;4;4;4;4;4;4;4	80183879;80184264;80184650;80185270;80191472;80194113;80196013;80196352;80196963;80197504;80200079;80201290;80201914	80184055;80184351;80184753;80185518;80191569;80194239;80196124;80196601;80197216;80197763;80200299;80201521;80204329	+;+;+;+;+;+;+;+;+;+;+;+;+	4588	37	24	21	42	28	15
FGF5	4;4;4;4;4;4;4	80266599;80268265;80274909;80286325;80301283;80335744;80336548	80267179;80268568;80275012;80291017;80301329;80335879;80336680	+;+;+;+;+;+;+	5998	0	0	0	0	0	0
C4orf22	4;4;4;4;4;4;4;4;4;4;4;4	80335720;80362754;80420214;80583093;80608333;80639718;80648900;80790375;80869993;80870321;80944808;80963517	80335879;80362884;80420323;80583291;80608383;80639835;80649206;80790507;80870135;80873074;80944939;80963756	+;+;+;+;+;+;+;+;+;+;+;+	4478	1	0	0	0	0	0
RP11-395C17.1	4	80386178	80388716	-	2539	0	0	0	0	0	0
BMP3	4;4;4	81030965;81045738;81053345	81031600;81046648;81057531	+;+;+	5734	1	0	0	4	0	1
PRKG2	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	81087370;81092386;81104370;81105813;81110448;81135155;81137393;81140533;81142794;81144232;81148884;81151960;81153430;81153644;81154102;81167161;81169663;81171691;81174793;81204587;81214931	81089803;81092452;81104432;81105935;81110611;81135296;81137482;81140669;81142947;81144330;81148952;81152054;81153555;81153732;81154253;81167224;81169768;81171804;81174959;81205060;81215117	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5116	11	29	9	14	7	7
RP11-100N20.1	4;4;4;4;4;4	81164940;81173759;81175444;81175998;81192180;81193060	81164998;81173930;81175591;81176037;81192246;81193395	+;+;+;+;+;+	822	0	0	0	0	0	0
RNU5A-2P	4	81334303	81334418	+	116	0	0	0	0	0	0
RASGEF1B	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	81426393;81432299;81433840;81434639;81440834;81442297;81445526;81445743;81447504;81448069;81450893;81457499;81458983;81471021;81471770;81521412;81824518;81915311;82044001	81427792;81432371;81433963;81434734;81440929;81442376;81445628;81445838;81447578;81448284;81456788;81457621;81459514;81471236;81471928;81521545;81824571;81915358;82044244	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9765	103	125	82	119	244	328
RP11-689K5.3	4;4;4;4;4;4;4	81602797;81635798;81802807;81824518;81894581;81915311;82044001	81602922;81635897;81802889;81824571;81894624;81915358;82044244	-;-;-;-;-;-;-	699	2	0	2	6	6	9
RP11-112L18.1	4	81733385	81734207	-	823	0	0	0	0	0	0
COX5BP1	4	81919995	81920387	-	393	0	0	0	0	0	0
SNORA31	4;4;4	81928313;105105987;186130021	81928439;105106094;186130155	+;+;+	370	0	0	0	0	0	0
NPM1P41	4;4;4	82010665;82012274;82012959	82011217;82012414;82013095	-;-;-	831	0	0	0	0	0	0
HNRNPA3P13	4	82128535	82129656	+	1122	1	0	0	0	0	0
RNU6-499P	4	82174547	82174653	+	107	0	0	0	0	0	0
BIN2P1	4	82275071	82276600	+	1530	0	0	0	0	0	2
RP11-127B20.2	4	82344876	82345540	-	665	7	10	1	15	6	14
HNRNPD	4;4;4;4;4;4;4;4	82352498;82357313;82359471;82371528;82373119;82373446;82374119;82374298	82356895;82358842;82359639;82371584;82373150;82373991;82374161;82374503	-;-;-;-;-;-;-;-	6981	831	782	792	2605	2242	2266
RP11-127B20.3	4;4	82374301;82383734	82374912;82384027	+;+	906	0	3	6	8	0	3
IGBP1P4	4	82401578	82402456	-	879	0	0	0	2	0	0
SNORD42	4	82402638	82402706	-	69	0	0	0	0	0	0
HNRNPDL	4;4;4;4;4;4;4	82422564;82426463;82427190;82427433;82428018;82428278;82429248	82426129;82426633;82427304;82427564;82428179;82428446;82430225	-;-;-;-;-;-;-	5293	935	1006	956	2925	1893	2632
ENOPH1	4;4;4;4;4;4	82430562;82447920;82451043;82454722;82456915;82459981	82430913;82448021;82451245;82454854;82457038;82461091	+;+;+;+;+;+	2025	78	125	86	291	315	289
TMEM150C	4;4;4;4;4;4;4;4;4	82483170;82490061;82496068;82502727;82502895;82503059;82504578;82509670;82561906	82485719;82490238;82496195;82502794;82502927;82503112;82504667;82509787;82562357	-;-;-;-;-;-;-;-;-	3671	33	24	24	60	54	66
RPL7AP26	4	82490823	82491635	-	813	0	0	0	0	0	0
RP11-791G16.2	4	82494786	82496278	-	1493	58	53	52	185	64	91
RP11-791G16.5	4;4	82571137;82571534	82571217;82571814	+;+	362	0	0	5	0	0	1
RP11-791G16.4	4	82580117	82581384	-	1268	0	1	0	0	8	3
LINC00575	4;4;4;4	82613113;82613872;82614893;82621212	82613384;82614094;82615081;82621437	-;-;-;-	910	0	0	0	0	0	0
SCD5	4;4;4;4;4;4	82629539;82636591;82659887;82680707;82705283;82798306	82631517;82636823;82661077;82680912;82705413;82798857	-;-;-;-;-;-	4292	58	39	52	122	43	65
RP11-57B24.1	4	82691737	82692468	+	732	0	0	0	3	0	0
MIR575	4	82753337	82753430	-	94	0	0	0	0	0	0
RP11-57B24.2	4;4	82775461;82775861	82775579;82776101	+;+	360	0	0	0	0	0	0
SEC31A	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	82818661;82821037;82824555;82827369;82829000;82830937;82842140;82843685;82845201;82848804;82851431;82853570;82854903;82856952;82857689;82861631;82862534;82863211;82864362;82866808;82867155;82870325;82871368;82874611;82875727;82877489;82878730;82880662;82880799;82881857;82890695;82897989;82899713;82900077;82900334;82901083	82819253;82821451;82824674;82827632;82829413;82831361;82842824;82844509;82845293;82848977;82851604;82853715;82855029;82857130;82857998;82861846;82862572;82863392;82864598;82866960;82867316;82870424;82872086;82874751;82875841;82878030;82878928;82880711;82880922;82881940;82891266;82898062;82899737;82900223;82900569;82901166	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9145	413	407	519	931	938	1207
THAP9-AS1	4;4;4;4	82893009;82897763;82899545;82899823	82895774;82898062;82899737;82900960	-;-;-;-	4397	87	136	93	240	132	224
THAP9	4;4;4;4;4;4;4;4;4	82900684;82901076;82903407;82904736;82905861;82906324;82907785;82910697;82916944	82900882;82901173;82903573;82904941;82905926;82906627;82907935;82910811;82919969	+;+;+;+;+;+;+;+;+	4332	10	11	0	37	31	24
LIN54	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	82909973;82913231;82924603;82930943;82935981;82936279;82937227;82938413;82939539;82939889;82946258;82970327;82978883;82984161;83010484;83012792	82910267;82913441;82928303;82931145;82936118;82936381;82937298;82938504;82939736;82939962;82946474;82970469;82979006;82984876;83010829;83012926	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6768	54	61	22	104	127	295
RNU6-615P	4	83003412	83003517	+	106	0	0	0	0	0	0
COPS4	4;4;4;4;4;4;4;4;4;4;4;4;4	83034447;83035430;83045597;83049166;83049881;83056926;83057258;83062975;83065060;83066438;83068438;83073206;83075297	83035298;83036031;83045705;83049515;83049989;83057079;83057408;83063246;83065155;83066553;83068522;83073353;83075818	+;+;+;+;+;+;+;+;+;+;+;+;+	3566	64	121	74	256	202	296
PLAC8	4;4;4;4;4;4;4;4;4;4	83090048;83092861;83104896;83107804;83109728;83114666;83115265;83117884;83134535;83136959	83090971;83094791;83105020;83107950;83109843;83114802;83115432;83117971;83134634;83137075	-;-;-;-;-;-;-;-;-;-	3853	0	2	3	18	16	6
RP11-576N17.5	4;4;4	83233512;83238522;83247060	83233657;83238615;83247213	-;-;-	394	0	0	0	0	3	0
RP11-576N17.2	4	83237303	83237444	+	142	0	0	0	0	0	0
RP11-576N17.3	4	83247179	83248206	+	1028	0	0	0	0	0	0
COQ2	4;4;4;4;4;4;4;4;4;4;4	83261536;83262589;83263824;83266697;83267586;83269860;83272087;83273496;83278948;83281432;83284512	83261924;83262655;83264363;83267208;83267774;83269993;83272172;83273617;83279114;83281596;83284914	-;-;-;-;-;-;-;-;-;-;-	2774	54	55	82	197	74	108
HPSE	4;4;4;4;4;4;4;4;4;4;4;4;4	83292461;83300960;83302150;83306203;83308845;83309402;83310031;83310722;83313114;83319344;83322219;83334556;83335048	83295503;83301106;83302268;83306317;83308951;83309495;83310078;83310890;83313287;83319469;83322364;83334882;83335153	-;-;-;-;-;-;-;-;-;-;-;-;-	4721	26	66	82	98	534	494
RP11-576N17.6	4	83369416	83369523	-	108	0	0	0	0	0	0
RP11-576N17.4	4;4	83377363;83377543	83377467;83378076	-;-	639	0	0	0	0	0	0
HELQ	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	83407343;83416731;83418093;83421563;83425994;83427563;83429524;83431664;83432126;83436858;83439863;83441305;83443517;83446014;83446835;83448783;83453231;83455269	83407560;83416865;83418206;83421736;83426092;83427726;83429746;83431768;83432267;83437097;83440008;83441403;83443614;83446086;83447035;83448961;83453945;83455856	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3713	25	21	35	44	23	76
MRPS18C	4;4;4;4;4;4	83455932;83456909;83459620;83460973;83467026;83469335	83456177;83459144;83459797;83462298;83467504;83469735	+;+;+;+;+;+	4866	35	45	42	120	107	108
FAM175A	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	83459517;83463494;83463723;83466839;83467454;83469032;83470203;83472222;83476643;83478808;83482154;83483992;83484824;83485290;83523096	83462902;83463608;83463934;83466945;83467538;83469901;83470396;83472288;83476679;83480368;83482244;83484166;83485181;83485555;83523348	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7777	17	18	27	29	11	23
SLC25A14P1	4	83477524	83478424	+	901	1	3	0	0	0	0
RPL30P5	4	83502699	83503034	+	336	0	0	0	0	0	0
AGPAT9	4;4;4;4;4;4;4;4;4;4;4;4;4;4	83535914;83536307;83536411;83544536;83581562;83587255;83588210;83590199;83594845;83596858;83597430;83598051;83598529;83604668	83536206;83536355;83536763;83544613;83581832;83587329;83588299;83590292;83595335;83596913;83597515;83598179;83598723;83605875	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3468	25	41	17	114	373	529
RP11-767N15.1	4;4;4;4	83668510;83674089;83674702;83731538	83668806;83674248;83674817;83731755	-;-;-;-	791	0	0	0	0	0	0
RP11-8L2.1	4;4;4;4;4;4;4;4;4;4;4	83796436;83811489;83935623;83968082;84012055;84147733;84149219;84243111;84284206;84286669;84293220	83796616;83811645;83935730;83970110;84012119;84148130;84149288;84243216;84284327;84286827;84293412	-;-;-;-;-;-;-;-;-;-;-	3588	0	0	0	0	0	0
RNU6-774P	4	84233657	84233763	+	107	0	0	0	0	0	0
RP11-274J2.1	4	84244003	84245488	+	1486	3	0	0	2	1	13
RP11-42A4.1	4;4;4	84371393;84374861;84379922	84371758;84374928;84380189	-;-;-	702	0	0	0	0	0	0
NKX6-1	4;4;4;4	84491987;84495672;84496493;84497559	84493549;84495844;84496950;84498450	-;-;-;-	3086	0	0	1	0	0	0
RPL3P13	4	84544304	84544519	-	216	0	0	0	0	4	0
CDS1	4;4;4;4;4;4;4;4;4;4;4;4;4	84582979;84604243;84609429;84617564;84619394;84631819;84633857;84635264;84638924;84640838;84643024;84645222;84648557	84583518;84604370;84609525;84617661;84619533;84631877;84633939;84635351;84638992;84640990;84643143;84645325;84651338	+;+;+;+;+;+;+;+;+;+;+;+;+	4461	118	164	113	208	374	512
WDFY3	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	84669610;84677199;84678168;84678919;84682374;84683943;84688086;84690506;84691631;84692885;84695970;84696732;84702353;84704338;84705394;84708909;84709293;84713159;84715298;84716896;84718422;84721409;84724426;84726861;84733382;84735043;84736170;84737184;84739010;84740187;84741761;84743700;84751248;84753697;84755266;84756926;84765810;84766252;84772835;84774820;84775065;84778503;84780108;84782963;84785979;84787482;84789726;84794519;84794879;84796521;84797996;84801650;84803290;84803883;84808334;84808866;84817392;84820085;84821084;84826815;84829004;84831413;84836929;84841154;84844456;84849673;84860412;84879406;84896911;84932270;84966209	84672991;84677396;84678279;84679242;84682948;84684125;84688265;84690664;84691785;84693032;84696182;84696823;84702506;84704444;84705511;84709028;84709347;84713239;84715383;84717016;84718570;84721572;84724594;84726911;84733609;84735120;84736327;84737366;84739330;84740416;84741921;84743799;84751716;84753876;84755400;84757161;84766027;84766372;84772929;84774981;84775138;84778655;84780298;84783074;84786139;84787713;84789907;84794737;84794979;84796752;84798108;84801864;84803467;84804174;84808417;84810344;84817585;84820186;84821551;84826981;84829190;84831605;84837090;84841263;84844509;84850025;84860622;84879494;84897010;84932363;84966391	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	16856	144	184	109	266	236	239
RN7SL552P	4	84687725	84688000	-	276	0	0	0	0	0	1
WDFY3-AS1	4;4	84803258;84810051	84803409;84810391	+;+	493	0	0	0	0	0	0
RNU6-469P	4	84886386	84886486	-	101	0	0	0	0	0	0
WDFY3-AS2	4;4;4;4;4;4;4	84965682;84966793;84969725;85000691;85004230;85005474;85006007	84965858;84967127;84969876;85000765;85004327;85005568;85011277	+;+;+;+;+;+;+	6203	13	3	0	22	0	5
RN7SKP48	4	85100496	85100823	+	328	0	0	0	0	0	0
